"","semillas","dimensiones","largos"
"2895",36,120,9
"2896",36,120,13
"2897",36,120,17
"2898",36,120,19
"2899",36,120,7
"2900",36,120,14
"2901",36,120,7
"2902",36,120,2
"2903",36,120,13
"2904",36,120,11
"2905",36,120,43
"2906",36,120,16
"2907",36,120,5
"2908",36,120,6
"2909",36,120,11
"2910",36,120,13
"2911",36,120,5
"2912",36,120,50
"2913",36,120,23
"2914",36,120,11
"2915",36,120,5
"2916",36,120,23
"2917",36,120,17
"2918",36,120,8
"2919",36,120,7
"2920",36,120,8
"2921",36,120,14
"2922",36,120,6
"2923",36,120,14
"2924",36,120,28
"2925",36,120,6
"2926",36,120,10
"2927",36,120,28
"2928",36,120,7
"2929",36,120,2
"2930",36,120,15
"2931",36,120,4
"2932",36,120,23
"2933",36,120,7
"2934",36,120,10
"2935",36,120,8
"2936",36,120,59
"2937",36,120,2
"2938",36,120,11
"2939",36,120,8
"2940",36,120,13
"2941",36,120,24
"2942",36,120,8
"2943",36,120,10
"2944",36,120,4
"2945",36,120,11
"2946",36,120,18
"2947",36,120,10
"2948",36,120,56
"2949",36,120,12
"2950",36,120,19
"2951",36,120,37
"2952",36,120,53
"2953",36,120,7
"2954",36,120,25
"2955",36,120,8
"2956",36,120,37
"2957",36,120,18
"2958",36,120,68
"2959",36,120,27
"2960",36,120,22
"2961",36,120,16
"2962",36,120,10
"2963",36,120,2
"2964",36,120,10
"2965",36,120,17
"2966",36,120,6
"2967",36,120,10
"2968",36,120,6
"2969",36,120,56
"2970",36,120,11
"2971",36,120,19
"2972",36,120,27
"2973",36,120,14
"2974",36,120,15
"2975",36,120,25
"2976",36,120,10
"2977",36,120,26
"2978",36,120,15
"2979",36,120,15
"2980",36,120,9
"2981",36,120,5
"2982",36,120,13
"2983",36,120,5
"2984",36,120,15
"2985",36,120,16
"2986",36,120,25
"2987",36,120,18
"2988",36,120,12
"2989",36,120,8
"2990",36,120,4
"2991",36,120,13
"2992",36,120,13
"2993",36,120,3
"2994",36,120,21
"2995",36,120,4
"2996",36,120,11
"2997",36,120,22
"2998",36,120,20
"2999",36,120,4
"3000",36,120,10
"3001",70,120,9
"3002",70,120,16
"3003",70,120,18
"3004",70,120,9
"3005",70,120,3
"3006",70,120,3
"3007",70,120,19
"3008",70,120,2
"3009",70,120,20
"3010",70,120,18
"3011",70,120,14
"3012",70,120,13
"3013",70,120,15
"3014",70,120,24
"3015",70,120,12
"3016",70,120,8
"3017",70,120,9
"3018",70,120,14
"3019",70,120,4
"3020",70,120,11
"3021",70,120,21
"3022",70,120,10
"3023",70,120,12
"3024",70,120,32
"3025",70,120,41
"3026",70,120,38
"3027",70,120,14
"3028",70,120,15
"3029",70,120,16
"3030",70,120,65
"3031",70,120,26
"3032",70,120,24
"3033",70,120,25
"3034",70,120,66
"3035",70,120,4
"3036",70,120,11
"3037",70,120,15
"3038",70,120,11
"3039",70,120,54
"3040",70,120,49
"3041",70,120,29
"3042",70,120,11
"3043",70,120,11
"3044",70,120,39
"3045",70,120,9
"3046",70,120,11
"3047",70,120,65
"3048",70,120,17
"3049",70,120,13
"3050",70,120,4
"3051",70,120,37
"3052",70,120,5
"3053",70,120,33
"3054",70,120,26
"3055",70,120,10
"3056",70,120,5
"3057",70,120,11
"3058",70,120,6
"3059",70,120,19
"3060",70,120,33
"3061",70,120,19
"3062",70,120,45
"3063",70,120,35
"3064",70,120,14
"3065",70,120,19
"3066",70,120,21
"3067",70,120,14
"3068",70,120,57
"3069",70,120,10
"3070",70,120,16
"3071",70,120,50
"3072",70,120,9
"3073",70,120,43
"3074",70,120,54
"3075",70,120,6
"3076",70,120,25
"3077",70,120,11
"3078",70,120,56
"3079",70,120,13
"3080",70,120,71
"3081",70,120,10
"3082",70,120,10
"3083",70,120,9
"3084",70,120,57
"3085",70,120,5
"3086",70,120,76
"3087",70,120,33
"3088",70,120,11
"3089",70,120,9
"3090",70,120,47
"3091",70,120,5
"3092",70,120,59
"3093",70,120,51
"3094",70,120,18
"3095",70,120,7
"3096",70,120,61
"3097",70,120,6
"3098",70,120,19
"3099",70,120,12
"3100",70,120,10
"3101",70,120,10
"3102",70,120,14
"3103",70,120,20
"3104",70,120,23
"3105",70,120,14
"3106",70,120,11
"3107",70,120,20
"3108",70,120,178
"3109",70,120,8
"3110",70,120,4
"3111",70,120,28
"3112",70,120,7
"3113",70,120,16
"3114",70,120,37
"3115",70,120,27
"3116",70,120,26
"3117",70,120,11
"3118",70,120,13
"3119",70,120,20
"3120",70,120,67
"3121",70,120,49
"3122",70,120,17
"3123",70,120,4
"3124",70,120,48
"3125",70,120,17
"3126",70,120,7
"3127",70,120,49
"3128",70,120,19
"3129",70,120,30
"3130",70,120,19
"3131",70,120,59
"3132",70,120,13
"3133",70,120,9
"3134",70,120,12
"3135",70,120,13
"3136",70,120,21
"3137",70,120,8
"3138",70,120,24
"3139",70,120,26
"3140",70,120,19
"3141",70,120,9
"3142",70,120,23
"3143",70,120,143
"3144",70,120,3
"3145",70,120,44
"3146",70,120,11
"3147",70,120,11
"3148",70,120,8
"3149",70,120,3
"3150",70,120,79
"3151",70,120,5
"3152",70,120,9
"3153",70,120,13
"3154",70,120,22
"3155",70,120,11
"3156",70,120,35
"3157",70,120,15
"3158",70,120,12
"3159",70,120,32
"3160",70,120,16
"3161",70,120,23
"3162",70,120,48
"3163",70,120,13
"3164",70,120,27
"3165",70,120,38
"3166",70,120,17
"3167",70,120,6
"3168",70,120,7
"3169",70,120,114
"3170",70,120,19
"3171",70,120,11
"3172",70,120,15
"3173",70,120,8
"3174",70,120,18
"3175",70,120,2
"3176",70,120,45
"3177",70,120,16
"3178",70,120,14
"3179",70,120,84
"3180",70,120,16
"3181",70,120,11
"3182",70,120,6
"3183",70,120,35
"3184",70,120,69
"3185",70,120,17
"3186",70,120,19
"3187",70,120,83
"3188",70,120,7
"3189",70,120,25
"3190",70,120,20
"3191",70,120,4
"3192",70,120,58
"3193",70,120,13
"3194",70,120,7
"3195",70,120,17
"3196",70,120,15
"3197",70,120,47
"3198",70,120,98
"3199",70,120,5
"3200",70,120,75
"3201",70,120,10
"3202",70,120,4
"3203",70,120,49
"3204",70,120,13
"3205",70,120,10
"3206",70,120,18
"3207",70,120,31
"3208",70,120,29
"3209",70,120,6
"3210",70,120,74
"3211",70,120,16
"3212",70,120,24
"3213",70,120,7
"3214",70,120,18
"3215",70,120,12
"3216",70,120,15
"3217",70,120,17
"3218",70,120,18
"3219",70,120,6
"3220",70,120,30
"3221",70,120,11
"3222",70,120,4
"3223",70,120,105
"3224",70,120,10
"3225",70,120,10
"3226",70,120,87
"3227",70,120,9
"3228",70,120,5
"3229",70,120,19
"3230",70,120,20
"3231",70,120,9
"3232",70,120,12
"3233",70,120,22
"3234",70,120,34
"3235",70,120,36
"3236",70,120,19
"3237",70,120,22
"3238",70,120,17
"3239",70,120,6
"3240",70,120,33
"3241",70,120,17
"3242",70,120,3
"3243",70,120,11
"3244",70,120,15
"3245",70,120,53
"3246",70,120,15
"3247",70,120,20
"3248",70,120,6
"3249",70,120,24
"3250",70,120,58
"3251",70,120,79
"3252",70,120,20
"3253",70,120,10
"3254",70,120,2
"3255",70,120,56
"3256",70,120,11
"3257",70,120,17
"3258",70,120,12
"3259",70,120,31
"3260",70,120,11
"3261",70,120,6
"3262",70,120,2
"3263",70,120,16
"3264",70,120,14
"3265",70,120,23
"3266",70,120,3
"3267",70,120,8
"3268",70,120,19
"3269",70,120,51
"3270",70,120,28
"3271",70,120,42
"3272",70,120,21
"3273",70,120,8
"3274",70,120,16
"3275",70,120,2
"3276",70,120,16
"3277",70,120,14
"3278",70,120,25
"3279",70,120,18
"3280",70,120,26
"3281",70,120,18
"3282",70,120,6
"3283",70,120,27
"3284",70,120,10
"3285",70,120,16
"3286",70,120,39
"3287",70,120,21
"3288",70,120,24
"3289",70,120,8
"3290",70,120,16
"3291",70,120,25
"3292",70,120,27
"3293",70,120,13
"3294",70,120,30
"3295",70,120,37
"3296",70,120,10
"3297",70,120,13
"3298",70,120,9
"3299",70,120,27
"3300",70,120,22
"3301",70,120,7
"3302",70,120,25
"3303",70,120,5
"3304",70,120,35
"3305",70,120,4
"3306",70,120,55
"3307",70,120,12
"3308",70,120,9
"3309",70,120,18
"3310",70,120,7
"3311",70,120,10
"3312",70,120,6
"3313",70,120,35
"3314",70,120,18
"3315",70,120,15
"3316",70,120,14
"3317",70,120,15
"3318",70,120,23
"3319",70,120,11
"3320",70,120,22
"3321",70,120,16
"3322",70,120,15
"3323",70,120,5
"3324",70,120,19
"3325",70,120,12
"3326",70,120,11
"3327",70,120,9
"3328",70,120,23
"3329",70,120,8
"3330",70,120,55
"3331",70,120,30
"3332",70,120,24
"3333",70,120,12
"3334",70,120,8
"3335",70,120,29
"3336",70,120,6
"3337",70,120,67
"3338",70,120,11
"3339",70,120,48
"3340",70,120,7
"3341",70,120,17
"3342",70,120,15
"3343",70,120,8
"3344",70,120,35
"3345",70,120,13
"3346",70,120,37
"3347",70,120,5
"3348",70,120,21
"3349",70,120,36
"3350",70,120,114
"3351",70,120,8
"3352",70,120,8
"3353",70,120,13
"3354",70,120,9
"3355",70,120,7
"3356",70,120,18
"3357",70,120,42
"3358",70,120,14
"3359",70,120,18
"3360",70,120,14
"3361",70,120,8
"3362",70,120,24
"3363",70,120,27
"3364",70,120,52
"3365",70,120,10
"3366",70,120,5
"3367",70,120,22
"3368",70,120,19
"3369",70,120,10
"3370",70,120,11
"3371",70,120,17
"3372",70,120,26
"3373",70,120,18
"3374",70,120,8
"3375",70,120,2
"3376",70,120,19
"3377",70,120,53
"3378",70,120,19
"3379",70,120,26
"3380",70,120,11
"3381",70,120,56
"3382",70,120,9
"3383",70,120,17
"3384",70,120,41
"3385",70,120,10
"3386",70,120,18
"3387",70,120,10
"3388",70,120,26
"3389",70,120,9
"3390",70,120,11
"3391",70,120,13
"3392",70,120,21
"3393",70,120,12
"3394",70,120,20
"3395",70,120,10
"3396",70,120,15
"3397",70,120,15
"3398",70,120,17
"3399",70,120,29
"3400",70,120,39
"3401",70,120,5
"3402",70,120,13
"3403",70,120,7
"3404",70,120,13
"3405",70,120,25
"3406",70,120,18
"3407",70,120,11
"3408",70,120,20
"3409",70,120,24
"3410",70,120,22
"3411",70,120,25
"3412",70,120,17
"3413",70,120,50
"3414",70,120,13
"3415",70,120,9
"3416",70,120,12
"3417",70,120,15
"3418",70,120,14
"3419",70,120,10
"3420",70,120,27
"3421",70,120,15
"3422",70,120,33
"3423",70,120,7
"3424",70,120,7
"3425",70,120,9
"3426",70,120,4
"3427",70,120,15
"3428",70,120,47
"3429",70,120,5
"3430",70,120,38
"3431",70,120,11
"3432",70,120,43
"3433",70,120,3
"3434",70,120,7
"3435",70,120,13
"3436",70,120,7
"3437",70,120,9
"3438",70,120,34
"3439",70,120,29
"3440",70,120,12
"3441",70,120,12
"3442",70,120,34
"3443",70,120,5
"3444",70,120,5
"3445",70,120,9
"3446",70,120,31
"3447",70,120,21
"3448",70,120,3
"3449",70,120,8
"3450",70,120,15
"3451",70,120,23
"3452",70,120,29
"3453",70,120,15
"3454",70,120,60
"3455",70,120,23
"3456",70,120,6
"3457",70,120,41
"3458",70,120,18
"3459",70,120,20
"3460",70,120,38
"3461",70,120,14
"3462",70,120,5
"3463",70,120,33
"3464",70,120,16
"3465",70,120,11
"3466",70,120,7
"3467",70,120,69
"3468",70,120,35
"3469",70,120,16
"3470",70,120,11
"3471",70,120,12
"3472",70,120,80
"3473",70,120,18
"3474",70,120,48
"3475",70,120,7
"3476",70,120,13
"3477",70,120,15
"3478",70,120,42
"3479",70,120,7
"3480",70,120,22
"3481",70,120,53
"3482",70,120,7
"3483",70,120,30
"3484",70,120,40
"3485",70,120,27
"3486",70,120,17
"3487",70,120,13
"3488",70,120,22
"3489",70,120,7
"3490",70,120,11
"3491",70,120,10
"3492",70,120,22
"3493",70,120,71
"3494",70,120,20
"3495",70,120,19
"3496",70,120,12
"3497",70,120,5
"3498",70,120,33
"3499",70,120,6
"3500",70,120,38
"3501",84,120,17
"3502",84,120,17
"3503",84,120,13
"3504",84,120,84
"3505",84,120,8
"3506",84,120,11
"3507",84,120,3
"3508",84,120,17
"3509",84,120,96
"3510",84,120,15
"3511",84,120,10
"3512",84,120,15
"3513",84,120,31
"3514",84,120,25
"3515",84,120,9
"3516",84,120,3
"3517",84,120,19
"3518",84,120,24
"3519",84,120,22
"3520",84,120,13
"3521",84,120,12
"3522",84,120,23
"3523",84,120,33
"3524",84,120,125
"3525",84,120,36
"3526",84,120,7
"3527",84,120,7
"3528",84,120,46
"3529",84,120,19
"3530",84,120,15
"3531",84,120,25
"3532",84,120,10
"3533",84,120,155
"3534",84,120,30
"3535",84,120,19
"3536",84,120,52
"3537",84,120,13
"3538",84,120,17
"3539",84,120,13
"3540",84,120,53
"3541",84,120,11
"3542",84,120,5
"3543",84,120,15
"3544",84,120,17
"3545",84,120,14
"3546",84,120,14
"3547",84,120,34
"3548",84,120,13
"3549",84,120,4
"3550",84,120,48
"3551",84,120,31
"3552",84,120,44
"3553",84,120,10
"3554",84,120,64
"3555",84,120,14
"3556",84,120,34
"3557",84,120,58
"3558",84,120,12
"3559",84,120,11
"3560",84,120,25
"3561",84,120,10
"3562",84,120,10
"3563",84,120,22
"3564",84,120,14
"3565",84,120,69
"3566",84,120,10
"3567",84,120,22
"3568",84,120,10
"3569",84,120,9
"3570",84,120,19
"3571",84,120,19
"3572",84,120,26
"3573",84,120,27
"3574",84,120,8
"3575",84,120,15
"3576",84,120,20
"3577",84,120,9
"3578",84,120,20
"3579",84,120,9
"3580",84,120,28
"3581",84,120,48
"3582",84,120,84
"3583",84,120,6
"3584",84,120,20
"3585",84,120,27
"3586",84,120,44
"3587",84,120,16
"3588",84,120,11
"3589",84,120,7
"3590",84,120,12
"3591",84,120,28
"3592",84,120,14
"3593",84,120,8
"3594",84,120,83
"3595",84,120,8
"3596",84,120,19
"3597",84,120,26
"3598",84,120,68
"3599",84,120,28
"3600",84,120,10
"3601",84,120,34
"3602",84,120,20
"3603",84,120,27
"3604",84,120,6
"3605",84,120,18
"3606",84,120,17
"3607",84,120,8
"3608",84,120,7
"3609",84,120,5
"3610",84,120,41
"3611",84,120,14
"3612",84,120,44
"3613",84,120,4
"3614",84,120,29
"3615",84,120,18
"3616",84,120,62
"3617",84,120,46
"3618",84,120,9
"3619",84,120,18
"3620",84,120,45
"3621",84,120,12
"3622",84,120,19
"3623",84,120,12
"3624",84,120,69
"3625",84,120,11
"3626",84,120,8
"3627",84,120,16
"3628",84,120,64
"3629",84,120,17
"3630",84,120,14
"3631",84,120,42
"3632",84,120,14
"3633",84,120,78
"3634",84,120,68
"3635",84,120,48
"3636",84,120,8
"3637",84,120,7
"3638",84,120,55
"3639",84,120,52
"3640",84,120,16
"3641",84,120,6
"3642",84,120,36
"3643",84,120,24
"3644",84,120,2
"3645",84,120,36
"3646",84,120,7
"3647",84,120,41
"3648",84,120,42
"3649",84,120,25
"3650",84,120,108
"3651",84,120,25
"3652",84,120,24
"3653",84,120,25
"3654",84,120,45
"3655",84,120,14
"3656",84,120,17
"3657",84,120,67
"3658",84,120,15
"3659",84,120,33
"3660",84,120,6
"3661",84,120,30
"3662",84,120,8
"3663",84,120,6
"3664",84,120,5
"3665",84,120,10
"3666",84,120,31
"3667",84,120,21
"3668",84,120,85
"3669",84,120,13
"3670",84,120,14
"3671",84,120,3
"3672",84,120,42
"3673",84,120,109
"3674",84,120,32
"3675",84,120,54
"3676",84,120,5
"3677",84,120,52
"3678",84,120,64
"3679",84,120,9
"3680",84,120,8
"3681",84,120,14
"3682",84,120,28
"3683",84,120,39
"3684",84,120,12
"3685",84,120,7
"3686",84,120,33
"3687",84,120,45
"3688",84,120,9
"3689",84,120,65
"3690",84,120,10
"3691",84,120,48
"3692",84,120,20
"3693",84,120,5
"3694",84,120,20
"3695",84,120,8
"3696",84,120,13
"3697",84,120,71
"3698",84,120,8
"3699",84,120,18
"3700",84,120,30
"3701",84,120,6
"3702",84,120,8
"3703",84,120,14
"3704",84,120,11
"3705",84,120,67
"3706",84,120,23
"3707",84,120,30
"3708",84,120,9
"3709",84,120,46
"3710",84,120,49
"3711",84,120,6
"3712",84,120,15
"3713",84,120,9
"3714",84,120,9
"3715",84,120,28
"3716",84,120,20
"3717",84,120,43
"3718",84,120,20
"3719",84,120,17
"3720",84,120,43
"3721",84,120,12
"3722",84,120,45
"3723",84,120,137
"3724",84,120,90
"3725",84,120,15
"3726",84,120,49
"3727",84,120,107
"3728",84,120,30
"3729",84,120,7
"3730",84,120,14
"3731",84,120,8
"3732",84,120,18
"3733",84,120,6
"3734",84,120,19
"3735",84,120,19
"3736",84,120,14
"3737",84,120,26
"3738",84,120,19
"3739",84,120,9
"3740",84,120,6
"3741",84,120,30
"3742",84,120,64
"3743",84,120,29
"3744",84,120,8
"3745",84,120,55
"3746",84,120,26
"3747",84,120,26
"3748",84,120,60
"3749",84,120,12
"3750",84,120,63
"3751",84,120,12
"3752",84,120,62
"3753",84,120,41
"3754",84,120,4
"3755",84,120,3
"3756",84,120,33
"3757",84,120,19
"3758",84,120,49
"3759",84,120,7
"3760",84,120,10
"3761",84,120,16
"3762",84,120,63
"3763",84,120,59
"3764",84,120,30
"3765",84,120,5
"3766",84,120,13
"3767",84,120,15
"3768",84,120,13
"3769",84,120,14
"3770",84,120,38
"3771",84,120,47
"3772",84,120,37
"3773",84,120,38
"3774",84,120,32
"3775",84,120,53
"3776",84,120,16
"3777",84,120,17
"3778",84,120,8
"3779",84,120,15
"3780",84,120,21
"3781",84,120,72
"3782",84,120,71
"3783",84,120,34
"3784",84,120,17
"3785",84,120,77
"3786",84,120,57
"3787",84,120,20
"3788",84,120,17
"3789",84,120,32
"3790",84,120,39
"3791",84,120,106
"3792",84,120,7
"3793",84,120,32
"3794",84,120,41
"3795",84,120,4
"3796",84,120,85
"3797",84,120,10
"3798",84,120,15
"3799",84,120,14
"3800",84,120,33
"3801",84,120,47
"3802",84,120,113
"3803",84,120,7
"3804",84,120,11
"3805",84,120,51
"3806",84,120,92
"3807",84,120,4
"3808",84,120,12
"3809",84,120,7
"3810",84,120,24
"3811",84,120,9
"3812",84,120,15
"3813",84,120,35
"3814",84,120,24
"3815",84,120,32
"3816",84,120,13
"3817",84,120,48
"3818",84,120,14
"3819",84,120,21
"3820",84,120,27
"3821",84,120,104
"3822",84,120,42
"3823",84,120,5
"3824",84,120,8
"3825",84,120,9
"3826",84,120,27
"3827",84,120,5
"3828",84,120,31
"3829",84,120,18
"3830",84,120,24
"3831",84,120,8
"3832",84,120,13
"3833",84,120,15
"3834",84,120,84
"3835",84,120,16
"3836",84,120,39
"3837",84,120,17
"3838",84,120,10
"3839",84,120,7
"3840",84,120,9
"3841",84,120,12
"3842",84,120,9
"3843",84,120,26
"3844",84,120,6
"3845",84,120,38
"3846",84,120,14
"3847",84,120,9
"3848",84,120,18
"3849",84,120,7
"3850",84,120,5
"3851",84,120,41
"3852",84,120,24
"3853",84,120,64
"3854",84,120,74
"3855",84,120,21
"3856",84,120,4
"3857",84,120,46
"3858",84,120,27
"3859",84,120,91
"3860",84,120,32
"3861",84,120,30
"3862",84,120,18
"3863",84,120,10
"3864",84,120,70
"3865",84,120,73
"3866",84,120,12
"3867",84,120,4
"3868",84,120,39
"3869",84,120,26
"3870",84,120,16
"3871",84,120,49
"3872",84,120,26
"3873",84,120,12
"3874",84,120,29
"3875",84,120,11
"3876",84,120,92
"3877",84,120,63
"3878",84,120,4
"3879",84,120,23
"3880",84,120,22
"3881",84,120,10
"3882",84,120,32
"3883",84,120,14
"3884",84,120,69
"3885",84,120,28
"3886",84,120,48
"3887",84,120,19
"3888",84,120,30
"3889",84,120,11
"3890",84,120,6
"3891",84,120,73
"3892",84,120,56
"3893",84,120,12
"3894",84,120,7
"3895",84,120,6
"3896",84,120,10
"3897",84,120,17
"3898",84,120,43
"3899",84,120,21
"3900",84,120,22
"3901",84,120,12
"3902",84,120,25
"3903",84,120,51
"3904",84,120,16
"3905",84,120,33
"3906",84,120,80
"3907",84,120,65
"3908",84,120,19
"3909",84,120,42
"3910",84,120,16
"3911",84,120,54
"3912",84,120,12
"3913",84,120,90
"3914",84,120,3
"3915",84,120,11
"3916",84,120,22
"3917",84,120,11
"3918",84,120,28
"3919",84,120,5
"3920",84,120,94
"3921",84,120,7
"3922",84,120,6
"3923",84,120,16
"3924",84,120,9
"3925",84,120,8
"3926",84,120,37
"3927",84,120,27
"3928",84,120,10
"3929",84,120,24
"3930",84,120,12
"3931",84,120,17
"3932",84,120,19
"3933",84,120,23
"3934",84,120,12
"3935",84,120,3
"3936",84,120,35
"3937",84,120,33
"3938",84,120,30
"3939",84,120,12
"3940",84,120,14
"3941",84,120,10
"3942",84,120,5
"3943",84,120,26
"3944",84,120,6
"3945",84,120,32
"3946",84,120,7
"3947",84,120,101
"3948",84,120,33
"3949",84,120,36
"3950",84,120,13
"3951",84,120,4
"3952",84,120,20
"3953",84,120,14
"3954",84,120,16
"3955",84,120,16
"3956",84,120,47
"3957",84,120,59
"3958",84,120,5
"3959",84,120,22
"3960",84,120,32
"3961",84,120,56
"3962",84,120,31
"3963",84,120,17
"3964",84,120,6
"3965",84,120,10
"3966",84,120,81
"3967",84,120,13
"3968",84,120,14
"3969",84,120,23
"3970",84,120,23
"3971",84,120,28
"3972",84,120,23
"3973",84,120,7
"3974",84,120,4
"3975",84,120,31
"3976",84,120,6
"3977",84,120,45
"3978",84,120,2
"3979",84,120,37
"3980",84,120,16
"3981",84,120,58
"3982",84,120,23
"3983",84,120,12
"3984",84,120,10
"3985",84,120,44
"3986",84,120,3
"3987",84,120,17
"3988",84,120,97
"3989",84,120,40
"3990",84,120,101
"3991",84,120,5
"3992",84,120,5
"3993",84,120,21
"3994",84,120,86
"3995",84,120,43
"3996",84,120,82
"3997",84,120,9
"3998",84,120,6
"3999",84,120,35
"4000",84,120,11
"4001",12,200,10
"4002",12,200,44
"4003",12,200,16
"4004",12,200,19
"4005",12,200,15
"4006",12,200,11
"4007",12,200,9
"4008",12,200,22
"4009",12,200,15
"4010",12,200,16
"4011",12,200,5
"4012",12,200,10
"4013",12,200,11
"4014",12,200,16
"4015",12,200,9
"4016",12,200,20
"4017",12,200,12
"4018",12,200,16
"4019",12,200,23
"4020",12,200,2
"4021",12,200,7
"4022",12,200,4
"4023",12,200,17
"4024",12,200,9
"4025",12,200,7
"4026",12,200,7
"4027",12,200,10
"4028",12,200,25
"4029",12,200,9
"4030",12,200,18
"4031",12,200,19
"4032",12,200,29
"4033",12,200,5
"4034",12,200,22
"4035",12,200,8
"4036",12,200,19
"4037",12,200,14
"4038",12,200,7
"4039",12,200,10
"4040",12,200,27
"4041",12,200,4
"4042",12,200,11
"4043",12,200,16
"4044",12,200,9
"4045",12,200,8
"4046",12,200,23
"4047",12,200,10
"4048",12,200,12
"4049",12,200,9
"4050",12,200,19
"4051",12,200,8
"4052",12,200,21
"4053",12,200,12
"4054",12,200,9
"4055",12,200,20
"4056",12,200,10
"4057",12,200,11
"4058",12,200,13
"4059",12,200,7
"4060",12,200,8
"4061",12,200,8
"4062",12,200,16
"4063",12,200,9
"4064",12,200,31
"4065",12,200,17
"4066",12,200,13
"4067",12,200,9
"4068",12,200,12
"4069",12,200,12
"4070",12,200,5
"4071",12,200,7
"4072",12,200,9
"4073",12,200,6
"4074",12,200,10
"4075",12,200,8
"4076",12,200,10
"4077",12,200,111
"4078",12,200,5
"4079",12,200,21
"4080",12,200,12
"4081",12,200,22
"4082",12,200,18
"4083",12,200,14
"4084",12,200,28
"4085",12,200,6
"4086",12,200,25
"4087",12,200,8
"4088",12,200,11
"4089",12,200,16
"4090",12,200,36
"4091",12,200,14
"4092",12,200,28
"4093",12,200,3
"4094",12,200,17
"4095",12,200,21
"4096",12,200,11
"4097",12,200,18
"4098",12,200,17
"4099",12,200,18
"4100",12,200,14
"4101",12,200,11
"4102",12,200,18
"4103",12,200,18
"4104",12,200,15
"4105",12,200,10
"4106",12,200,4
"4107",12,200,19
"4108",12,200,12
"4109",12,200,8
"4110",12,200,5
"4111",12,200,25
"4112",12,200,20
"4113",12,200,23
"4114",12,200,13
"4115",12,200,5
"4116",12,200,34
"4117",12,200,10
"4118",12,200,10
"4119",12,200,21
"4120",12,200,18
"4121",12,200,24
"4122",12,200,21
"4123",12,200,8
"4124",12,200,11
"4125",12,200,5
"4126",12,200,26
"4127",12,200,21
"4128",12,200,21
"4129",12,200,12
"4130",12,200,6
"4131",12,200,7
"4132",12,200,26
"4133",12,200,23
"4134",12,200,21
"4135",12,200,21
"4136",12,200,21
"4137",12,200,17
"4138",12,200,8
"4139",12,200,25
"4140",12,200,24
"4141",12,200,7
"4142",12,200,19
"4143",12,200,28
"4144",12,200,13
"4145",12,200,10
"4146",12,200,13
"4147",12,200,13
"4148",12,200,19
"4149",12,200,2
"4150",12,200,21
"4151",12,200,6
"4152",12,200,10
"4153",12,200,21
"4154",12,200,31
"4155",12,200,18
"4156",12,200,19
"4157",12,200,12
"4158",12,200,15
"4159",12,200,7
"4160",12,200,14
"4161",12,200,8
"4162",12,200,19
"4163",12,200,21
"4164",12,200,10
"4165",12,200,4
"4166",12,200,35
"4167",12,200,12
"4168",12,200,11
"4169",12,200,5
"4170",12,200,6
"4171",12,200,14
"4172",12,200,7
"4173",12,200,23
"4174",12,200,13
"4175",12,200,7
"4176",12,200,8
"4177",12,200,6
"4178",12,200,5
"4179",12,200,10
"4180",12,200,37
"4181",12,200,4
"4182",12,200,7
"4183",12,200,19
"4184",12,200,24
"4185",12,200,29
"4186",12,200,15
"4187",12,200,17
"4188",12,200,6
"4189",12,200,33
"4190",12,200,16
"4191",12,200,9
"4192",12,200,18
"4193",12,200,11
"4194",12,200,41
"4195",12,200,11
"4196",12,200,14
"4197",12,200,7
"4198",12,200,4
"4199",12,200,10
"4200",12,200,34
"4201",12,200,32
"4202",12,200,13
"4203",12,200,6
"4204",12,200,25
"4205",12,200,25
"4206",12,200,14
"4207",12,200,9
"4208",12,200,24
"4209",12,200,19
"4210",12,200,7
"4211",12,200,31
"4212",12,200,17
"4213",12,200,53
"4214",12,200,13
"4215",12,200,7
"4216",12,200,28
"4217",12,200,14
"4218",12,200,12
"4219",12,200,22
"4220",12,200,17
"4221",12,200,7
"4222",12,200,7
"4223",12,200,12
"4224",12,200,9
"4225",12,200,13
"4226",12,200,9
"4227",12,200,18
"4228",12,200,15
"4229",12,200,20
"4230",12,200,9
"4231",12,200,12
"4232",12,200,5
"4233",12,200,12
"4234",12,200,5
"4235",12,200,19
"4236",12,200,20
"4237",12,200,8
"4238",12,200,15
"4239",12,200,18
"4240",12,200,6
"4241",12,200,14
"4242",12,200,6
"4243",12,200,15
"4244",12,200,21
"4245",12,200,4
"4246",12,200,16
"4247",12,200,18
"4248",12,200,9
"4249",12,200,12
"4250",12,200,8
"4251",12,200,11
"4252",12,200,13
"4253",12,200,7
"4254",12,200,27
"4255",12,200,20
"4256",12,200,8
"4257",12,200,26
"4258",12,200,20
"4259",12,200,11
"4260",12,200,7
"4261",12,200,11
"4262",12,200,25
"4263",12,200,8
"4264",12,200,12
"4265",12,200,15
"4266",12,200,53
"4267",12,200,14
"4268",12,200,20
"4269",12,200,21
"4270",12,200,3
"4271",12,200,10
"4272",12,200,4
"4273",12,200,12
"4274",12,200,14
"4275",12,200,7
"4276",12,200,11
"4277",12,200,3
"4278",12,200,8
"4279",12,200,8
"4280",12,200,21
"4281",12,200,24
"4282",12,200,9
"4283",12,200,19
"4284",12,200,15
"4285",12,200,36
"4286",12,200,11
"4287",12,200,5
"4288",12,200,11
"4289",12,200,9
"4290",12,200,8
"4291",12,200,7
"4292",12,200,40
